AD; 1; 2009-01-01; 2009-01-07; 1111111; SEA; MSP; 07:07; 10:30; 03:23; Y; 100; 0; Y; YHKMVQ;
AD; 2; 2009-01-01; 2009-01-07; 1111111; OLM; MSP; 07:04; 10:30; 03:26; Y; 100; 0; Y; YHKMVQ;
AD; 3; 2009-01-01; 2009-01-07; 1111111; GEG; MSP; 07:31; 10:30; 02:59; Y; 100; 0; Y; YHKMVQ;
AD; 4; 2009-01-01; 2009-01-07; 1111111; FCA; MSP; 07:43; 10:30; 02:47; Y; 100; 0; Y; YHKMVQ;
AD; 5; 2009-01-01; 2009-01-07; 1111111; EUG; MSP; 06:57; 10:30; 03:33; Y; 100; 0; Y; YHKMVQ;
AD; 6; 2009-01-01; 2009-01-07; 1111111; BOI; MSP; 07:36; 10:30; 02:54; Y; 100; 0; Y; YHKMVQ;
AD; 7; 2009-01-01; 2009-01-07; 1111111; RWL; MSP; 08:18; 10:30; 02:12; Y; 100; 0; Y; YHKMVQ;
AD; 8; 2009-01-01; 2009-01-07; 1111111; SLC; MSP; 07:52; 10:30; 02:38; Y; 100; 0; Y; YHKMVQ;
AD; 9; 2009-01-01; 2009-01-07; 1111111; SFO; MSP; 06:46; 10:30; 03:44; Y; 100; 0; Y; YHKMVQ;
AD; 10; 2009-01-01; 2009-01-07; 1111111; FAT; MSP; 06:56; 10:30; 03:34; Y; 100; 0; Y; YHKMVQ;
AD; 11; 2009-01-01; 2009-01-07; 1111111; DEN; MSP; 08:27; 10:30; 02:03; Y; 100; 0; Y; YHKMVQ;
AD; 12; 2009-01-01; 2009-01-07; 1111111; LAS; MSP; 07:18; 10:30; 03:12; Y; 100; 0; Y; YHKMVQ;
AD; 13; 2009-01-01; 2009-01-07; 1111111; ABQ; MSP; 07:54; 10:30; 02:36; Y; 100; 0; Y; YHKMVQ;
AD; 14; 2009-01-01; 2009-01-07; 1111111; BUR; MSP; 06:52; 10:30; 03:38; Y; 100; 0; Y; YHKMVQ;
AD; 15; 2009-01-01; 2009-01-07; 1111111; PHX; MSP; 07:17; 10:30; 03:13; Y; 100; 0; Y; YHKMVQ;
AD; 16; 2009-01-01; 2009-01-07; 1111111; LAX; MSP; 06:52; 10:30; 03:38; Y; 100; 0; Y; YHKMVQ;
AD; 17; 2009-01-01; 2009-01-07; 1111111; SAN; MSP; 06:52; 10:30; 03:38; Y; 100; 0; Y; YHKMVQ;
AD; 18; 2009-01-01; 2009-01-07; 1111111; TUS; MSP; 07:17; 10:30; 03:13; Y; 100; 0; Y; YHKMVQ;
AD; 19; 2009-01-01; 2009-01-07; 1111111; AUS; MSP; 07:48; 10:30; 02:42; Y; 100; 0; Y; YHKMVQ;
AD; 20; 2009-01-01; 2009-01-07; 1111111; IAH; MSP; 07:46; 10:30; 02:44; Y; 100; 0; Y; YHKMVQ;
AD; 21; 2009-01-01; 2009-01-07; 1111111; DFW; MSP; 08:08; 10:30; 02:22; Y; 100; 0; Y; YHKMVQ;
AD; 22; 2009-01-01; 2009-01-07; 1111111; SEA; MSP; 10:37; 14:00; 03:23; Y; 100; 0; Y; YHKMVQ;
AD; 23; 2009-01-01; 2009-01-07; 1111111; OLM; MSP; 10:34; 14:00; 03:26; Y; 100; 0; Y; YHKMVQ;
AD; 24; 2009-01-01; 2009-01-07; 1111111; GEG; MSP; 11:01; 14:00; 02:59; Y; 100; 0; Y; YHKMVQ;
AD; 25; 2009-01-01; 2009-01-07; 1111111; FCA; MSP; 11:13; 14:00; 02:47; Y; 100; 0; Y; YHKMVQ;
AD; 26; 2009-01-01; 2009-01-07; 1111111; EUG; MSP; 10:27; 14:00; 03:33; Y; 100; 0; Y; YHKMVQ;
AD; 27; 2009-01-01; 2009-01-07; 1111111; BOI; MSP; 11:06; 14:00; 02:54; Y; 100; 0; Y; YHKMVQ;
AD; 28; 2009-01-01; 2009-01-07; 1111111; RWL; MSP; 11:48; 14:00; 02:12; Y; 100; 0; Y; YHKMVQ;
AD; 29; 2009-01-01; 2009-01-07; 1111111; SLC; MSP; 11:22; 14:00; 02:38; Y; 100; 0; Y; YHKMVQ;
AD; 30; 2009-01-01; 2009-01-07; 1111111; SFO; MSP; 10:16; 14:00; 03:44; Y; 100; 0; Y; YHKMVQ;
AD; 31; 2009-01-01; 2009-01-07; 1111111; FAT; MSP; 10:26; 14:00; 03:34; Y; 100; 0; Y; YHKMVQ;
AD; 32; 2009-01-01; 2009-01-07; 1111111; DEN; MSP; 11:57; 14:00; 02:03; Y; 100; 0; Y; YHKMVQ;
AD; 33; 2009-01-01; 2009-01-07; 1111111; LAS; MSP; 10:48; 14:00; 03:12; Y; 100; 0; Y; YHKMVQ;
AD; 34; 2009-01-01; 2009-01-07; 1111111; ABQ; MSP; 11:24; 14:00; 02:36; Y; 100; 0; Y; YHKMVQ;
AD; 35; 2009-01-01; 2009-01-07; 1111111; BUR; MSP; 10:22; 14:00; 03:38; Y; 100; 0; Y; YHKMVQ;
AD; 36; 2009-01-01; 2009-01-07; 1111111; PHX; MSP; 10:47; 14:00; 03:13; Y; 100; 0; Y; YHKMVQ;
AD; 37; 2009-01-01; 2009-01-07; 1111111; LAX; MSP; 10:22; 14:00; 03:38; Y; 100; 0; Y; YHKMVQ;
AD; 38; 2009-01-01; 2009-01-07; 1111111; SAN; MSP; 10:22; 14:00; 03:38; Y; 100; 0; Y; YHKMVQ;
AD; 39; 2009-01-01; 2009-01-07; 1111111; TUS; MSP; 10:47; 14:00; 03:13; Y; 100; 0; Y; YHKMVQ;
AD; 40; 2009-01-01; 2009-01-07; 1111111; AUS; MSP; 11:18; 14:00; 02:42; Y; 100; 0; Y; YHKMVQ;
AD; 41; 2009-01-01; 2009-01-07; 1111111; IAH; MSP; 11:16; 14:00; 02:44; Y; 100; 0; Y; YHKMVQ;
AD; 42; 2009-01-01; 2009-01-07; 1111111; DFW; MSP; 11:38; 14:00; 02:22; Y; 100; 0; Y; YHKMVQ;
AD; 43; 2009-01-01; 2009-01-07; 1111111; SEA; MSP; 14:07; 17:30; 03:23; Y; 100; 0; Y; YHKMVQ;
AD; 44; 2009-01-01; 2009-01-07; 1111111; OLM; MSP; 14:04; 17:30; 03:26; Y; 100; 0; Y; YHKMVQ;
AD; 45; 2009-01-01; 2009-01-07; 1111111; GEG; MSP; 14:31; 17:30; 02:59; Y; 100; 0; Y; YHKMVQ;
AD; 46; 2009-01-01; 2009-01-07; 1111111; FCA; MSP; 14:43; 17:30; 02:47; Y; 100; 0; Y; YHKMVQ;
AD; 47; 2009-01-01; 2009-01-07; 1111111; EUG; MSP; 13:57; 17:30; 03:33; Y; 100; 0; Y; YHKMVQ;
AD; 48; 2009-01-01; 2009-01-07; 1111111; BOI; MSP; 14:36; 17:30; 02:54; Y; 100; 0; Y; YHKMVQ;
AD; 49; 2009-01-01; 2009-01-07; 1111111; RWL; MSP; 15:18; 17:30; 02:12; Y; 100; 0; Y; YHKMVQ;
AD; 50; 2009-01-01; 2009-01-07; 1111111; SLC; MSP; 14:52; 17:30; 02:38; Y; 100; 0; Y; YHKMVQ;
AD; 51; 2009-01-01; 2009-01-07; 1111111; SFO; MSP; 13:46; 17:30; 03:44; Y; 100; 0; Y; YHKMVQ;
AD; 52; 2009-01-01; 2009-01-07; 1111111; FAT; MSP; 13:56; 17:30; 03:34; Y; 100; 0; Y; YHKMVQ;
AD; 53; 2009-01-01; 2009-01-07; 1111111; DEN; MSP; 15:27; 17:30; 02:03; Y; 100; 0; Y; YHKMVQ;
AD; 54; 2009-01-01; 2009-01-07; 1111111; LAS; MSP; 14:18; 17:30; 03:12; Y; 100; 0; Y; YHKMVQ;
AD; 55; 2009-01-01; 2009-01-07; 1111111; ABQ; MSP; 14:54; 17:30; 02:36; Y; 100; 0; Y; YHKMVQ;
AD; 56; 2009-01-01; 2009-01-07; 1111111; BUR; MSP; 13:52; 17:30; 03:38; Y; 100; 0; Y; YHKMVQ;
AD; 57; 2009-01-01; 2009-01-07; 1111111; PHX; MSP; 14:17; 17:30; 03:13; Y; 100; 0; Y; YHKMVQ;
AD; 58; 2009-01-01; 2009-01-07; 1111111; LAX; MSP; 13:52; 17:30; 03:38; Y; 100; 0; Y; YHKMVQ;
AD; 59; 2009-01-01; 2009-01-07; 1111111; SAN; MSP; 13:52; 17:30; 03:38; Y; 100; 0; Y; YHKMVQ;
AD; 60; 2009-01-01; 2009-01-07; 1111111; TUS; MSP; 14:17; 17:30; 03:13; Y; 100; 0; Y; YHKMVQ;
AD; 61; 2009-01-01; 2009-01-07; 1111111; AUS; MSP; 14:48; 17:30; 02:42; Y; 100; 0; Y; YHKMVQ;
AD; 62; 2009-01-01; 2009-01-07; 1111111; IAH; MSP; 14:46; 17:30; 02:44; Y; 100; 0; Y; YHKMVQ;
AD; 63; 2009-01-01; 2009-01-07; 1111111; DFW; MSP; 15:08; 17:30; 02:22; Y; 100; 0; Y; YHKMVQ;
AL; 64; 2009-01-01; 2009-01-07; 1111111; SEA; DFW; 06:35; 10:30; 03:55; Y; 100; 0; Y; YHKMVQ;
AL; 65; 2009-01-01; 2009-01-07; 1111111; OLM; DFW; 06:40; 10:30; 03:50; Y; 100; 0; Y; YHKMVQ;
AL; 66; 2009-01-01; 2009-01-07; 1111111; GEG; DFW; 06:56; 10:30; 03:34; Y; 100; 0; Y; YHKMVQ;
AL; 67; 2009-01-01; 2009-01-07; 1111111; FCA; DFW; 07:07; 10:30; 03:23; Y; 100; 0; Y; YHKMVQ;
AL; 68; 2009-01-01; 2009-01-07; 1111111; EUG; DFW; 06:41; 10:30; 03:49; Y; 100; 0; Y; YHKMVQ;
AL; 69; 2009-01-01; 2009-01-07; 1111111; BOI; DFW; 07:18; 10:30; 03:12; Y; 100; 0; Y; YHKMVQ;
AL; 70; 2009-01-01; 2009-01-07; 1111111; RWL; DFW; 08:10; 10:30; 02:20; Y; 100; 0; Y; YHKMVQ;
AL; 71; 2009-01-01; 2009-01-07; 1111111; SLC; DFW; 07:52; 10:30; 02:38; Y; 100; 0; Y; YHKMVQ;
AL; 72; 2009-01-01; 2009-01-07; 1111111; SFO; DFW; 06:56; 10:30; 03:34; Y; 100; 0; Y; YHKMVQ;
AL; 73; 2009-01-01; 2009-01-07; 1111111; FAT; DFW; 07:14; 10:30; 03:16; Y; 100; 0; Y; YHKMVQ;
AL; 74; 2009-01-01; 2009-01-07; 1111111; DEN; DFW; 08:31; 10:30; 01:59; Y; 100; 0; Y; YHKMVQ;
AL; 75; 2009-01-01; 2009-01-07; 1111111; LAS; DFW; 07:42; 10:30; 02:48; Y; 100; 0; Y; YHKMVQ;
AL; 76; 2009-01-01; 2009-01-07; 1111111; ABQ; DFW; 08:38; 10:30; 01:52; Y; 100; 0; Y; YHKMVQ;
AL; 77; 2009-01-01; 2009-01-07; 1111111; BUR; DFW; 07:21; 10:30; 03:09; Y; 100; 0; Y; YHKMVQ;
AL; 78; 2009-01-01; 2009-01-07; 1111111; PHX; DFW; 08:09; 10:30; 02:21; Y; 100; 0; Y; YHKMVQ;
AL; 79; 2009-01-01; 2009-01-07; 1111111; LAX; DFW; 07:26; 10:30; 03:04; Y; 100; 0; Y; YHKMVQ;
AL; 80; 2009-01-01; 2009-01-07; 1111111; SAN; DFW; 07:29; 10:30; 03:01; Y; 100; 0; Y; YHKMVQ;
AL; 81; 2009-01-01; 2009-01-07; 1111111; TUS; DFW; 08:11; 10:30; 02:19; Y; 100; 0; Y; YHKMVQ;
AL; 82; 2009-01-01; 2009-01-07; 1111111; AUS; DFW; 09:24; 10:30; 01:06; Y; 100; 0; Y; YHKMVQ;
AL; 83; 2009-01-01; 2009-01-07; 1111111; IAH; DFW; 09:16; 10:30; 01:14; Y; 100; 0; Y; YHKMVQ;
AL; 84; 2009-01-01; 2009-01-07; 1111111; MSP; DFW; 08:08; 10:30; 02:22; Y; 100; 0; Y; YHKMVQ;
AL; 85; 2009-01-01; 2009-01-07; 1111111; SEA; DFW; 10:05; 14:00; 03:55; Y; 100; 0; Y; YHKMVQ;
AL; 86; 2009-01-01; 2009-01-07; 1111111; OLM; DFW; 10:10; 14:00; 03:50; Y; 100; 0; Y; YHKMVQ;
AL; 87; 2009-01-01; 2009-01-07; 1111111; GEG; DFW; 10:26; 14:00; 03:34; Y; 100; 0; Y; YHKMVQ;
AL; 88; 2009-01-01; 2009-01-07; 1111111; FCA; DFW; 10:37; 14:00; 03:23; Y; 100; 0; Y; YHKMVQ;
AL; 89; 2009-01-01; 2009-01-07; 1111111; EUG; DFW; 10:11; 14:00; 03:49; Y; 100; 0; Y; YHKMVQ;
AL; 90; 2009-01-01; 2009-01-07; 1111111; BOI; DFW; 10:48; 14:00; 03:12; Y; 100; 0; Y; YHKMVQ;
AL; 91; 2009-01-01; 2009-01-07; 1111111; RWL; DFW; 11:40; 14:00; 02:20; Y; 100; 0; Y; YHKMVQ;
AL; 92; 2009-01-01; 2009-01-07; 1111111; SLC; DFW; 11:22; 14:00; 02:38; Y; 100; 0; Y; YHKMVQ;
AL; 93; 2009-01-01; 2009-01-07; 1111111; SFO; DFW; 10:26; 14:00; 03:34; Y; 100; 0; Y; YHKMVQ;
AL; 94; 2009-01-01; 2009-01-07; 1111111; FAT; DFW; 10:44; 14:00; 03:16; Y; 100; 0; Y; YHKMVQ;
AL; 95; 2009-01-01; 2009-01-07; 1111111; DEN; DFW; 12:01; 14:00; 01:59; Y; 100; 0; Y; YHKMVQ;
AL; 96; 2009-01-01; 2009-01-07; 1111111; LAS; DFW; 11:12; 14:00; 02:48; Y; 100; 0; Y; YHKMVQ;
AL; 97; 2009-01-01; 2009-01-07; 1111111; ABQ; DFW; 12:08; 14:00; 01:52; Y; 100; 0; Y; YHKMVQ;
